venue,asset,kind,instrument,expiry,strike,cp,bid_coin,ask_coin,mark_coin,bid_usd,ask_usd,mark_iv,underlying,open_interest,volume,delta,vega,gamma,theta,funding_8h
deribit,BTC,option,BTC-30OCT26-76000-P,30OCT26,76000,P,0.1935,0.2005,0.19652378,12340.83789,12787.27647,34.94,64404.29,0.0,0.0,,,,,
deribit,BTC,option,BTC-25SEP26-155000-C,25SEP26,155000,C,,0.0002,5.901e-05,0.0,12.755388000000002,70.97,64160.17,363.0,0.0,,,,,
deribit,BTC,option,BTC-25JUN27-100000-P,25JUN27,100000,P,0.5405,0.5495,0.54330668,34471.43607,35045.42853,40.69,66250.16,0.1,0.0,,,,,
deribit,BTC,option,BTC-6AUG26-67000-C,6AUG26,67000,C,0.0002,0.0004,0.00033236,12.755388000000002,25.510776000000003,30.99,63768.39,3.2,3.2,0.03333,4.05841,4e-05,-22.81642,
deribit,BTC,option,BTC-30OCT26-66000-C,30OCT26,66000,C,0.0595,0.0605,0.060062,3794.72793,3858.50487,36.31,64404.81,2.0,0.9,,,,,
deribit,BTC,option,BTC-28AUG26-82000-P,28AUG26,82000,P,0.2395,0.3315,0.28313945,15274.57713,21142.055610000003,40.41,63923.11,1.5,0.0,,,,,
deribit,BTC,option,BTC-4AUG26-59000-P,4AUG26,59000,P,,0.0001,1.739e-05,0.0,6.377694000000001,63.08,63749.12,77.9,55.8,-0.00198,0.17286,0.0,-1.01772,
deribit,BTC,option,BTC-30OCT26-58000-C,30OCT26,58000,C,0.132,0.1355,0.13360512,8418.55608,8641.775370000001,39.62,64404.81,0.0,0.0,,,,,
deribit,BTC,option,BTC-25DEC26-70000-P,25DEC26,70000,P,0.1435,0.146,0.14457873,9151.99089,9311.43324,38.44,64838.8,1034.6,0.0,,,,,
deribit,BTC,option,BTC-25SEP26-68000-P,25SEP26,68000,P,0.086,0.0885,0.08703821,5484.8168399999995,5644.25919,33.15,64160.31,636.0,0.4,,,,,
deribit,BTC,option,BTC-30OCT26-90000-C,30OCT26,90000,C,0.0024,0.0026,0.00259577,153.06465599999999,165.820044,36.7,64404.81,30.1,0.0,,,,,
deribit,BTC,option,BTC-4AUG26-61000-C,4AUG26,61000,C,0.013,0.0765,0.04328567,829.10022,4878.93591,50.02,63749.12,0.0,0.0,0.98121,1.26541,3e-05,-31.65655,
deribit,BTC,option,BTC-4AUG26-58000-C,4AUG26,58000,C,0.0575,0.1205,0.09018569,3667.17405,7685.12127,63.13,63749.12,0.0,0.0,0.99977,0.0235,0.0,-0.74169,
deribit,BTC,option,BTC-25DEC26-125000-C,25DEC26,125000,C,0.0011,0.0013,0.0012356,70.154634,82.910022,44.61,64838.8,593.9,1.3,,,,,
deribit,BTC,option,BTC-26MAR27-95000-C,26MAR27,95000,C,0.0215,0.023,0.02220241,1371.2042099999999,1466.86962,39.4,65502.04,319.4,5.9,,,,,
deribit,BTC,option,BTC-30OCT26-56000-C,30OCT26,56000,C,0.1555,0.159,0.15722637,9917.31417,10140.53346,40.9,64404.81,0.0,0.0,,,,,
deribit,BTC,option,BTC-25JUN27-40000-P,25JUN27,40000,P,0.0285,0.03,0.02929672,1817.64279,1913.3082,51.81,66250.16,487.9,4.1,,,,,
deribit,BTC,option,BTC-25DEC26-70000-C,25DEC26,70000,C,0.064,0.066,0.06497325,4081.72416,4209.27804,38.44,64838.8,1107.0,20.1,,,,,
deribit,BTC,option,BTC-25DEC26-30000-P,25DEC26,30000,P,0.0044,0.0048,0.0045703,280.618536,306.12931199999997,69.67,64838.8,2134.5,60.0,,,,,
deribit,BTC,option,BTC-25SEP26-140000-C,25SEP26,140000,C,,0.0002,0.0001313,0.0,12.755388000000002,67.85,64160.31,1184.3,0.3,,,,,
deribit,BTC,option,BTC-21AUG26-65000-P,21AUG26,65000,P,0.036,0.0375,0.03672249,2295.9698399999997,2391.63525,30.57,63881.99,11.4,0.6,-0.58767,54.74176,9e-05,-47.32317,
deribit,BTC,option,BTC-25JUN27-95000-P,25JUN27,95000,P,0.474,0.482,0.4763839,30230.26956,30740.48508,40.62,66250.16,20.1,0.0,,,,,
deribit,BTC,option,BTC-25DEC26-100000-C,25DEC26,100000,C,0.0048,0.0055,0.00518336,306.12931199999997,350.77317,39.81,64838.8,3653.4,5.3,,,,,
deribit,BTC,option,BTC-30OCT26-70000-P,30OCT26,70000,P,0.1225,0.1255,0.12368827,7812.67515,8004.00597,35.38,64404.81,11.3,0.0,,,,,
deribit,BTC,option,BTC-25JUN27-82000-P,25JUN27,82000,P,0.3135,0.3195,0.31501706,19994.07069,20376.732330000003,40.82,66250.16,0.2,0.0,,,,,
deribit,BTC,option,BTC-25SEP26-180000-P,25SEP26,180000,P,1.7105,1.9075,1.80548983,109090.45587,121654.51305000001,71.81,64160.31,7.3,0.0,,,,,
deribit,BTC,option,BTC-7AUG26-63500-P,7AUG26,63500,P,0.0105,0.011,0.01083618,669.6578700000001,701.54634,32.36,63783.84,22.5,0.4,-0.43515,25.22446,0.00019,-110.87648,
deribit,BTC,option,BTC-21AUG26-66000-P,21AUG26,66000,P,0.0455,0.049,0.04650219,2901.85077,3125.07006,29.93,63881.67,0.2,0.0,-0.67682,50.4989,9e-05,-42.7382,
deribit,BTC,option,BTC-26MAR27-62000-P,26MAR27,62000,P,0.1035,0.1055,0.10469404,6600.9132899999995,6728.46717,41.86,65502.21,254.2,0.0,,,,,
deribit,BTC,option,BTC-25SEP26-102000-P,25SEP26,102000,P,0.536,0.65,0.59010676,34184.43984000001,41455.011000000006,47.02,64160.31,0.4,0.0,,,,,
deribit,BTC,option,BTC-30OCT26-68000-C,30OCT26,68000,C,0.0465,0.048,0.04733373,2965.62771,3061.2931200000003,35.79,64404.81,45.1,25.2,,,,,
deribit,BTC,option,BTC-28AUG26-59000-C,28AUG26,59000,C,0.084,0.0895,0.08776812,5357.262960000001,5708.03613,37.39,63923.28,414.1,0.0,,,,,
deribit,BTC,option,BTC-14AUG26-75000-P,14AUG26,75000,P,0.1355,0.2195,0.17527561,8641.775370000001,13999.038330000001,40.41,63828.84,0.0,0.0,-0.98915,3.12521,1e-05,-5.91102,
deribit,BTC,option,BTC-14AUG26-67000-C,14AUG26,67000,C,0.0042,0.0045,0.00435211,267.86314799999997,286.99622999999997,28.85,63828.84,570.9,139.6,0.17018,27.65527,8e-05,-37.33985,
deribit,BTC,option,BTC-7AUG26-77000-P,7AUG26,77000,P,0.1665,0.251,0.20721199,10618.86051,16008.01194,52.89,63783.71,0.0,0.0,-0.99978,0.05351,0.0,-0.3844,
deribit,BTC,option,BTC-5AUG26-63000-P,5AUG26,63000,P,0.0033,0.0039,0.00358697,210.46390200000002,248.730066,30.45,63758.56,20.5,6.1,-0.26938,14.29878,0.00025,-129.4798,
deribit,BTC,option,BTC-5AUG26-66000-C,5AUG26,66000,C,0.0002,0.0004,0.00032051,12.755388000000002,25.510776000000003,29.03,63758.56,75.6,0.6,0.04288,3.94678,7e-05,-22.50689,
deribit,BTC,option,BTC-25DEC26-105000-C,25DEC26,105000,C,0.0033,0.0036,0.00353184,210.46390200000002,229.596984,40.41,64838.8,833.5,0.5,,,,,
deribit,BTC,option,BTC-6AUG26-71000-C,6AUG26,71000,C,,0.0001,1.674e-05,0.0,6.377694000000001,42.32,63768.39,0.0,0.0,0.00168,0.29616,0.0,-1.15215,
deribit,BTC,option,BTC-14AUG26-58000-P,14AUG26,58000,P,0.0025,0.0029,0.0026813,159.44235,184.953126,41.15,63828.84,1548.8,172.5,-0.08083,16.36426,3e-05,-31.519,
deribit,BTC,option,BTC-25DEC26-52000-C,25DEC26,52000,C,0.227,0.2305,0.22892985,14477.365380000001,14700.584670000002,44.82,64838.8,0.1,0.0,,,,,
deribit,BTC,option,BTC-25DEC26-58000-P,25DEC26,58000,P,0.054,0.055,0.05445955,3443.95476,3507.7317000000003,41.63,64838.8,2054.4,0.0,,,,,
deribit,BTC,option,BTC-21AUG26-63000-P,21AUG26,63000,P,0.0215,0.0225,0.02178786,1371.2042099999999,1434.98115,32.29,63881.99,66.0,13.7,-0.40761,54.59056,9e-05,-49.84618,
deribit,BTC,option,BTC-25SEP26-145000-P,25SEP26,145000,P,1.1835,1.3435,1.26010237,75480.00849000001,85684.31889,70.53,64160.17,0.2,0.0,,,,,
deribit,BTC,option,BTC-4AUG26-59000-C,4AUG26,59000,C,0.041,0.1065,0.07451485,2614.8545400000003,6792.24411,63.08,63749.12,0.0,0.0,0.998,0.175,0.0,-5.51943,
deribit,BTC,option,BTC-28AUG26-105000-P,28AUG26,105000,P,0.587,0.7035,0.64266842,37437.06378,44867.07729,63.37,63923.11,1.0,0.0,,,,,
deribit,BTC,option,BTC-4AUG26-67000-P,4AUG26,67000,P,0.0155,0.0895,0.05099732,988.5425700000001,5708.03613,35.95,63749.12,0.0,0.0,-0.99922,0.07395,0.0,-1.32908,
deribit,BTC,option,BTC-5AUG26-69000-C,5AUG26,69000,C,,0.0001,6.17e-06,0.0,6.377694000000001,37.14,63758.1,0.0,0.0,0.00098,0.14331,0.0,-0.44036,
deribit,BTC,option,BTC-30OCT26-55000-C,30OCT26,55000,C,0.167,0.1715,0.16965474,10650.74898,10937.745210000001,41.61,64404.81,0.0,0.0,,,,,
deribit,BTC,option,BTC-25DEC26-94000-P,25DEC26,94000,P,0.4545,0.4635,0.45780631,28986.61923,29560.61169,38.79,64838.7,5.3,0.0,,,,,
deribit,BTC,option,BTC-25DEC26-220000-C,25DEC26,220000,C,,0.0003,9.539e-05,0.0,19.133081999999998,59.49,64838.53,252.8,0.0,,,,,
deribit,BTC,option,BTC-6AUG26-60000-C,6AUG26,60000,C,0.0255,0.0925,0.05974235,1626.31197,5899.3669500000005,42.1,63768.39,0.0,0.0,0.95769,4.93256,4e-05,-38.72713,
deribit,BTC,option,BTC-26MAR27-80000-C,26MAR27,80000,C,0.0545,0.0565,0.05542316,3475.84323,3603.3971100000003,39.4,65502.21,915.2,0.0,,,,,
deribit,BTC,option,BTC-25SEP26-175000-P,25SEP26,175000,P,1.6355,1.8265,1.72756412,104307.18537,116488.58091,71.81,64160.31,0.2,0.0,,,,,
deribit,BTC,option,BTC-4AUG26-69000-C,4AUG26,69000,C,,0.0001,0.0,0.0,6.377694000000001,36.85,63749.12,0.9,0.4,0.0,6e-05,0.0,-8e-05,
deribit,BTC,option,BTC-25JUN27-66000-C,25JUN27,66000,C,0.1585,0.161,0.16005717,10108.64499,10268.08734,42.33,66250.16,23.7,0.0,,,,,
deribit,BTC,option,BTC-25DEC26-56000-P,25DEC26,56000,P,0.0445,0.046,0.04516377,2838.07383,2933.73924,42.52,64838.8,463.3,0.9,,,,,
deribit,BTC,option,BTC-28AUG26-75000-C,28AUG26,75000,C,0.001,0.0012,0.00112099,63.77694,76.53232799999999,32.94,63923.11,3050.3,82.3,,,,,
deribit,BTC,option,BTC-25SEP26-75000-P,25SEP26,75000,P,0.173,0.181,0.17554369,11033.410619999999,11543.62614,32.57,64160.31,2967.4,0.0,,,,,
deribit,BTC,option,BTC-25JUN27-66000-P,25JUN27,66000,P,0.1555,0.158,0.15627727,9917.31417,10076.75652,42.33,66250.16,31.6,0.1,,,,,
deribit,BTC,option,BTC-25DEC26-94000-C,25DEC26,94000,C,0.0075,0.0085,0.00804837,478.32705,542.1039900000001,38.79,64838.7,115.5,0.3,,,,,
deribit,BTC,option,BTC-14AUG26-62000-P,14AUG26,62000,P,0.0105,0.0115,0.011069,669.6578700000001,733.43481,33.54,63828.84,192.5,33.5,-0.2946,37.66052,9e-05,-59.13208,
deribit,BTC,option,BTC-25DEC26-140000-C,25DEC26,140000,C,0.0005,0.0007,0.00063162,31.88847,44.643858,47.19,64838.8,1474.4,0.2,,,,,
deribit,BTC,option,BTC-30OCT26-71000-C,30OCT26,71000,C,0.0315,0.033,0.03228639,2008.97361,2104.63902,35.22,64404.81,18.0,0.1,,,,,
deribit,BTC,option,BTC-6AUG26-69000-P,6AUG26,69000,P,0.0465,0.122,0.0821613,2965.62771,7780.78668,39.02,63768.39,0.0,0.0,-0.98998,1.46016,1e-05,-10.62239,
deribit,BTC,option,BTC-25SEP26-90000-C,25SEP26,90000,C,0.0005,0.0008,0.00065048,31.88847,51.02155200000001,38.84,64160.31,3017.8,0.3,,,,,
deribit,BTC,option,BTC-28AUG26-72000-C,28AUG26,72000,C,0.0024,0.0027,0.00257427,153.06465599999999,172.19773800000002,30.8,63923.28,2949.9,2.6,,,,,
deribit,BTC,option,BTC-25SEP26-56000-C,25SEP26,56000,C,0.1385,0.1435,0.14203238,8833.10619,9151.99089,40.51,64160.31,12.2,0.0,,,,,
deribit,BTC,option,BTC-5AUG26-66000-P,5AUG26,66000,P,0.0125,0.0735,0.03549729,797.21175,4687.60509,29.03,63758.56,0.0,0.0,-0.95711,3.94763,7e-05,-34.06789,
deribit,BTC,option,BTC-25DEC26-76000-P,25DEC26,76000,P,0.209,0.215,0.21102436,13329.38046,13712.0421,38.0,64838.7,142.1,0.0,,,,,
deribit,BTC,option,BTC-25DEC26-250000-C,25DEC26,250000,C,,0.0003,6.181e-05,0.0,19.133081999999998,62.95,64838.7,1120.9,0.0,,,,,
deribit,BTC,option,BTC-25JUN27-85000-C,25JUN27,85000,C,0.066,0.0685,0.06721128,4209.27804,4368.72039,40.71,66250.16,7.6,0.1,,,,,
deribit,BTC,option,BTC-25JUN27-45000-P,25JUN27,45000,P,0.041,0.043,0.04190079,2614.8545400000003,2742.4084199999998,48.78,66250.16,235.8,2.1,,,,,
deribit,BTC,option,BTC-25SEP26-62000-C,25SEP26,62000,C,0.0705,0.0725,0.07195058,4496.27427,4623.82815,35.89,64160.31,680.1,2.0,,,,,
deribit,BTC,option,BTC-26MAR27-70000-C,26MAR27,70000,C,0.1005,0.1025,0.10119682,6409.58247,6537.13635,40.3,65502.21,749.6,5.0,,,,,
deribit,BTC,option,BTC-7AUG26-75000-C,7AUG26,75000,C,,0.0001,7.94e-06,0.0,6.377694000000001,49.46,63783.71,2584.7,0.0,0.00062,0.13887,0.0,-0.52277,
deribit,BTC,option,BTC-30OCT26-55000-P,30OCT26,55000,P,0.023,0.024,0.02364108,1466.86962,1530.6465600000001,41.61,64404.81,11.2,1.0,,,,,
deribit,BTC,option,BTC-6AUG26-66000-C,6AUG26,66000,C,0.0008,0.0011,0.00096262,51.02155200000001,70.154634,29.02,63768.39,39.1,12.9,0.08773,8.71142,0.0001,-47.13817,
deribit,BTC,option,BTC-25JUN27-160000-P,25JUN27,160000,P,1.335,1.518,1.41926116,85142.2149,96813.39492,44.51,66250.16,0.0,0.0,,,,,
deribit,BTC,option,BTC-4AUG26-71000-C,4AUG26,71000,C,,0.0001,0.0,0.0,6.377694000000001,42.74,63749.12,0.0,0.0,0.0,0.0,0.0,0.0,
deribit,BTC,option,BTC-25SEP26-70000-C,25SEP26,70000,C,0.018,0.019,0.0183627,1147.9849199999999,1211.76186,32.6,64160.31,3655.5,30.3,,,,,
deribit,BTC,option,BTC-4AUG26-61000-P,4AUG26,61000,P,0.0001,0.0003,0.00016117,6.377694000000001,19.133081999999998,50.02,63749.12,388.1,407.9,-0.01854,1.251,3e-05,-9.43941,
deribit,BTC,option,BTC-4AUG26-65500-P,4AUG26,65500,P,0.013,0.0645,0.02758437,829.10022,4113.6126300000005,31.49,63749.12,0.0,0.0,-0.97372,1.67963,7e-05,-26.44382,
deribit,BTC,option,BTC-14AUG26-70000-P,14AUG26,70000,P,0.0605,0.139,0.09752073,3858.50487,8864.99466,30.41,63828.84,0.0,0.0,-0.95944,9.51772,3e-05,-13.54493,
deribit,BTC,option,BTC-14AUG26-66000-C,14AUG26,66000,C,0.0075,0.008,0.00762337,478.32705,510.21552,29.18,63828.84,610.8,171.5,0.2611,35.50415,0.0001,-48.48433,
deribit,BTC,option,BTC-6AUG26-68000-P,6AUG26,68000,P,0.0305,0.1055,0.06652958,1945.19667,6728.46717,34.4,63768.39,0.0,0.0,-0.98411,2.17594,2e-05,-13.95318,
deribit,BTC,option,BTC-28AUG26-88000-C,28AUG26,88000,C,0.0001,0.0003,0.00019907,6.377694000000001,19.133081999999998,46.99,63923.11,184.9,0.7,,,,,
deribit,BTC,option,BTC-25SEP26-260000-P,25SEP26,260000,P,2.916,3.1995,3.05236231,185973.55704,204054.31953,78.83,64160.31,0.0,0.0,,,,,
deribit,BTC,option,BTC-28AUG26-55000-P,28AUG26,55000,P,0.0041,0.0045,0.0043276,261.485454,286.99622999999997,43.11,63923.11,947.2,13.4,,,,,
deribit,BTC,option,BTC-28AUG26-77000-P,28AUG26,77000,P,0.1645,0.2505,0.20527741,10491.306630000001,15976.12347,34.71,63923.11,3.4,0.0,,,,,
deribit,BTC,option,BTC-6AUG26-62500-P,6AUG26,62500,P,0.0037,0.0041,0.00389651,235.974678,261.485454,32.86,63768.39,0.5,0.5,-0.22925,16.57207,0.00017,-101.55812,
deribit,BTC,option,BTC-26MAR27-85000-C,26MAR27,85000,C,0.04,0.0415,0.04086622,2551.0776,2646.74301,39.31,65502.21,71.5,0.0,,,,,
deribit,BTC,option,BTC-6AUG26-62500-C,6AUG26,62500,C,0.0039,0.052,0.0237751,248.730066,3316.40088,32.86,63768.39,0.8,0.8,0.77084,16.56839,0.00017,-101.53555,
deribit,BTC,option,BTC-5AUG26-70000-P,5AUG26,70000,P,0.061,0.1375,0.09791758,3890.39334,8769.32925,40.53,63758.56,0.0,0.0,-0.99962,0.05961,0.0,-0.71852,
deribit,BTC,option,BTC-30OCT26-95000-P,30OCT26,95000,P,0.426,0.534,0.47662305,27168.97644,34056.88596,38.16,64404.81,0.1,0.0,,,,,
deribit,BTC,option,BTC-26MAR27-45000-P,26MAR27,45000,P,0.0285,0.0295,0.02916535,1817.64279,1881.41973,49.01,65502.21,218.9,45.0,,,,,
deribit,BTC,option,BTC-25DEC26-110000-P,25DEC26,110000,P,0.6945,0.707,0.69914074,44293.08483,45090.29658,41.45,64838.7,54.2,0.0,,,,,
deribit,BTC,option,BTC-14AUG26-80000-P,14AUG26,80000,P,0.2115,0.3,0.2535098,13488.82281,19133.082,50.98,63828.84,0.0,0.0,-0.99451,1.71544,0.0,-4.09335,
deribit,BTC,option,BTC-21AUG26-64000-C,21AUG26,64000,C,0.0265,0.027,0.02667734,1690.08891,1721.97738,31.41,63881.67,42.4,0.2,0.50443,56.10085,9e-05,-49.82359,
deribit,BTC,option,BTC-28AUG26-67000-P,28AUG26,67000,P,0.061,0.0645,0.06220649,3890.39334,4113.6126300000005,30.75,63923.28,103.0,19.0,,,,,
deribit,BTC,option,BTC-4AUG26-63500-C,4AUG26,63500,C,0.0065,0.0075,0.00692588,414.55011,478.32705,27.42,63749.12,51.8,37.9,0.6517,10.18949,0.00049,-139.68039,
deribit,BTC,option,BTC-26MAR27-52000-P,26MAR27,52000,P,0.0495,0.0515,0.05075251,3156.9585300000003,3284.51241,45.17,65502.21,111.9,0.0,,,,,
deribit,BTC,option,BTC-25DEC26-65000-P,25DEC26,65000,P,0.0985,0.1005,0.09959597,6282.028590000001,6409.58247,39.34,64838.8,706.0,0.0,,,,,
deribit,BTC,option,BTC-6AUG26-61000-C,6AUG26,61000,C,0.0405,0.059,0.04471909,2582.9660700000004,3762.83946,38.37,63768.39,1.0,1.0,0.91591,8.43966,7e-05,-60.39528,
deribit,BTC,option,BTC-30OCT26-61000-P,30OCT26,61000,P,0.0485,0.0495,0.04896698,3093.18159,3156.9585300000003,38.07,64404.81,11.3,0.0,,,,,
deribit,BTC,option,BTC-28AUG26-63000-P,28AUG26,63000,P,0.0265,0.028,0.02739641,1690.08891,1785.75432,33.15,63923.28,690.6,24.0,,,,,
deribit,BTC,option,BTC-25JUN27-130000-C,25JUN27,130000,C,0.0095,0.011,0.01028094,605.88093,701.54634,42.2,66250.16,81.0,0.3,,,,,
deribit,BTC,option,BTC-25JUN27-60000-P,25JUN27,60000,P,0.1115,0.1135,0.11266771,7111.12881,7238.682690000001,43.59,66250.16,74.6,0.0,,,,,
deribit,BTC,option,BTC-25DEC26-125000-P,25DEC26,125000,P,0.8635,1.0035,0.92910518,55071.38769,64000.15929,44.61,64838.7,9.1,0.0,,,,,
deribit,BTC,option,BTC-26MAR27-110000-P,26MAR27,110000,P,0.685,0.695,0.68889362,43687.20390000001,44324.9733,40.33,65502.21,2.0,0.0,,,,,
deribit,BTC,option,BTC-26MAR27-52000-C,26MAR27,52000,C,0.2545,0.258,0.25689319,16231.231230000001,16454.450520000002,45.17,65502.21,5.2,0.0,,,,,
deribit,BTC,option,BTC-25SEP26-90000-P,25SEP26,90000,P,0.399,0.4105,0.40338989,25446.999060000002,26180.43387,38.84,64160.31,586.7,0.0,,,,,
deribit,BTC,option,BTC-25JUN27-50000-P,25JUN27,50000,P,0.0585,0.0605,0.05955869,3730.9509900000003,3858.50487,46.55,66250.16,284.2,0.1,,,,,
deribit,BTC,option,BTC-25SEP26-320000-P,25SEP26,320000,P,3.8195,4.168,3.98752267,243596.02233,265822.28592,85.42,64160.31,25.1,0.0,,,,,
deribit,BTC,option,BTC-26MAR27-68000-C,26MAR27,68000,C,0.1125,0.1145,0.11351507,7174.905750000001,7302.45963,40.58,65502.21,44.1,5.0,,,,,
deribit,BTC,option,BTC-25DEC26-52000-P,25DEC26,52000,P,0.03,0.0315,0.03092249,1913.3082,2008.97361,44.82,64838.8,174.9,11.8,,,,,
deribit,BTC,option,BTC-21AUG26-67000-P,21AUG26,67000,P,0.056,0.0605,0.05768229,3571.50864,3858.50487,29.35,63881.99,10.2,0.0,-0.75882,43.83341,8e-05,-36.38844,
deribit,BTC,option,BTC-25SEP26-94000-C,25SEP26,94000,C,0.0003,0.0006,0.00045266,19.133081999999998,38.266163999999996,41.17,64160.31,169.0,0.2,,,,,
deribit,BTC,option,BTC-25DEC26-96000-C,25DEC26,96000,C,0.0065,0.007,0.00689188,414.55011,446.43858,39.09,64838.7,309.1,0.1,,,,,
deribit,BTC,option,BTC-25JUN27-170000-C,25JUN27,170000,C,0.003,0.0035,0.00334866,191.33082000000002,223.21929,45.45,66250.16,19.9,1.0,,,,,
deribit,BTC,option,BTC-28AUG26-83000-C,28AUG26,83000,C,0.0002,0.0004,0.00029461,12.755388000000002,25.510776000000003,41.18,63923.11,472.8,0.1,,,,,
deribit,BTC,option,BTC-25DEC26-68000-C,25DEC26,68000,C,0.076,0.0775,0.07661724,4847.04744,4942.71285,38.75,64838.8,567.4,3.3,,,,,
deribit,BTC,option,BTC-14AUG26-63000-P,14AUG26,63000,P,0.015,0.016,0.01593185,956.6541,1020.43104,32.17,63828.84,321.4,5.7,-0.39362,42.01355,0.00011,-63.26595,
deribit,BTC,option,BTC-14AUG26-61000-P,14AUG26,61000,P,0.007,0.008,0.00767528,446.43858,510.21552,35.19,63828.84,273.5,14.7,-0.21542,31.94914,8e-05,-52.61772,
deribit,BTC,option,BTC-25JUN27-40000-C,25JUN27,40000,C,0.423,0.427,0.42552764,26977.64562,27232.753380000002,51.81,66250.16,17.0,0.0,,,,,
deribit,BTC,option,BTC-28AUG26-74000-C,28AUG26,74000,C,0.0013,0.0015,0.00142537,82.910022,95.66541000000001,32.04,63923.11,1950.7,4.0,,,,,
deribit,BTC,option,BTC-7AUG26-65000-P,7AUG26,65000,P,0.022,0.026,0.02400022,1403.09268,1658.20044,30.06,63783.71,77.6,2.2,-0.72571,21.35337,0.00017,-87.2004,
deribit,BTC,option,BTC-25SEP26-94000-P,25SEP26,94000,P,0.416,0.5205,0.46553746,26531.20704,33195.89727,41.17,64160.17,1.9,0.0,,,,,
deribit,BTC,option,BTC-26MAR27-100000-C,26MAR27,100000,C,0.016,0.017,0.01657253,1020.43104,1084.2079800000001,39.63,65502.21,556.3,1.0,,,,,
deribit,BTC,option,BTC-26MAR27-68000-P,26MAR27,68000,P,0.1505,0.1535,0.15163879,9598.42947,9789.76029,40.58,65502.21,75.7,11.9,,,,,
deribit,BTC,option,BTC-4AUG26-70000-C,4AUG26,70000,C,,0.0001,0.0,0.0,6.377694000000001,41.63,63749.12,0.0,0.0,0.0,2e-05,0.0,-3e-05,
deribit,BTC,option,BTC-25JUN27-52000-P,25JUN27,52000,P,0.067,0.0695,0.06817399,4273.054980000001,4432.49733,45.82,66250.16,18.3,0.0,,,,,
deribit,BTC,option,BTC-25SEP26-78000-P,25SEP26,78000,P,0.2165,0.225,0.21926257,13807.70751,14349.811500000002,33.03,64160.31,629.4,0.0,,,,,
deribit,BTC,option,BTC-21AUG26-75000-P,21AUG26,75000,P,0.135,0.2185,0.17462068,8609.886900000001,13935.26139,35.02,63881.67,0.0,0.0,-0.97937,6.99153,1e-05,-6.92183,
deribit,BTC,option,BTC-28AUG26-67000-C,28AUG26,67000,C,0.0135,0.0145,0.01407996,860.98869,924.7656300000001,30.75,63923.28,1158.5,51.6,,,,,
deribit,BTC,option,BTC-26MAR27-125000-P,26MAR27,125000,P,0.846,0.993,0.91333283,53955.29124,63330.50142,42.25,65502.21,0.1,0.0,,,,,
deribit,BTC,option,BTC-7AUG26-72000-P,7AUG26,72000,P,0.091,0.1705,0.12888739,5803.70154,10873.968270000001,46.12,63783.71,0.0,0.0,-0.99514,0.90306,0.0,-5.65738,
deribit,BTC,option,BTC-26MAR27-115000-C,26MAR27,115000,C,0.007,0.008,0.00751517,446.43858,510.21552,40.85,65502.21,761.7,0.0,,,,,
deribit,BTC,option,BTC-26MAR27-86000-C,26MAR27,86000,C,0.038,0.039,0.03843612,2423.52372,2487.30066,39.3,65502.21,122.1,0.1,,,,,
deribit,BTC,option,BTC-28AUG26-46000-C,28AUG26,46000,C,0.254,0.3085,0.28117308,16199.342760000001,19675.18599,59.48,63923.11,1.0,0.0,,,,,
deribit,BTC,option,BTC-7AUG26-55000-C,7AUG26,55000,C,0.106,0.1685,0.13794852,6760.35564,10746.414390000002,64.94,63783.71,0.0,0.0,0.98957,1.77217,1e-05,-15.63358,
deribit,BTC,option,BTC-5AUG26-64500-P,5AUG26,64500,P,0.012,0.0175,0.0147104,765.3232800000001,1116.0964500000002,27.49,63758.1,0.0,0.0,-0.71746,14.63965,0.00028,-119.69796,
deribit,BTC,option,BTC-25JUN27-80000-P,25JUN27,80000,P,0.291,0.2965,0.29239345,18559.08954,18909.86271,40.93,66250.16,0.5,0.0,,,,,
deribit,BTC,option,BTC-25DEC26-55000-P,25DEC26,55000,P,0.041,0.042,0.04109274,2614.8545400000003,2678.6314800000005,43.03,64838.8,1100.8,1.6,,,,,
deribit,BTC,option,BTC-25SEP26-98000-C,25SEP26,98000,C,0.0003,0.0005,0.00039716,19.133081999999998,31.88847,44.33,64160.31,344.7,0.1,,,,,
deribit,BTC,option,BTC-7AUG26-68000-C,7AUG26,68000,C,0.0003,0.0004,0.00041335,19.133081999999998,25.510776000000003,33.96,63783.71,1332.3,13.8,0.03218,4.62039,3e-05,-21.30659,
deribit,BTC,option,BTC-25JUN27-30000-P,25JUN27,30000,P,0.0135,0.014,0.01394451,860.98869,892.87716,60.31,66250.16,305.3,0.3,,,,,
deribit,BTC,option,BTC-25SEP26-100000-P,25SEP26,100000,P,0.5545,0.567,0.55899621,35364.31323,36161.524979999995,46.15,64160.31,365.8,0.1,,,,,
deribit,BTC,option,BTC-28AUG26-64000-C,28AUG26,64000,C,0.0325,0.0335,0.03301704,2072.75055,2136.5274900000004,32.39,63923.28,473.6,18.8,,,,,
deribit,BTC,option,BTC-5AUG26-68000-P,5AUG26,68000,P,0.0305,0.106,0.06658352,1945.19667,6760.35564,36.51,63758.1,0.0,0.0,-0.99477,0.65168,1e-05,-7.07642,
deribit,BTC,option,BTC-7AUG26-63000-P,7AUG26,63000,P,0.0075,0.0085,0.00785432,478.32705,542.1039900000001,32.88,63783.84,255.8,86.5,-0.34434,23.59137,0.00017,-105.34578,
